Verified,Game Name,Series,Developer,Publisher,Date Published
No,Splitgate,,1047 Games,,2019-05-24
No,Sports Car GT,,"Image Space Incorporated, Westwood Studios",Electronic Arts,1999-04-01
No,Squad,,Offworld Industries,,2020-09-23
No,Square Arena,,Hepta Games,,2016-06-19
No,Star Control 3,Star Control,Legend Entertainment,"Accolade, Stardock, MacSoft",1996-08-31
No,Star General,Panzer General,Catware,"Strategic Simulations Inc., Mindscape, SNEG",1996-12-01
No,Star Ruler,Star Ruler,Blind Mind Studios,Iceberg Interactive,2010-08-21
No,Star Ruler 2,Star Ruler,"Blind Mind Studios, Glacicle",,2015-03-27
No,Star Trek DAC,Star Trek,Naked Sky Entertainment,Paramount Digital Entertainment,2009-11-13
No,Star Trek: Armada,Star Trek: Armada,"Activision, Mad Doc Software",Activision,2000-03-22
No,Star Trek: Armada II,Star Trek: Armada,Mad Doc Software,Activision,2001-11-16
No,Star Trek: Away Team,Star Trek,Reflexive Entertainment,Activision,2001-03-14
No,Star Trek: Bridge Commander,Star Trek,Totally Games,Activision,2002-02-27
No,Star Trek: Deep Space Nine - Dominion Wars,Star Trek,Gizmo Industries,"Simon & Schuster Interactive, PAN Interactive",2001-06-12
No,Star Trek: Elite Force II,Star Trek: Elite Force,Ritual Entertainment,"Activision, Aspyr Media",2003-06-20
No,Star Trek: Klingon Academy,Star Trek,"14 Degrees East, Intermetrics, Wombat Games",Interplay Entertainment,2000-06-22
No,Star Trek: Legacy,Star Trek,Mad Doc Software,"Bethesda Softworks, Ubisoft",2006-12-05
No,Star Trek: New Worlds,Star Trek,"14 Degrees East, Binary Asylum",Interplay Entertainment,2000-09-07
No,Star Trek: Starfleet Academy,Star Trek,Interplay Entertainment,,1997-09-12
No,Star Trek: Starfleet Command,Star Trek: Starfleet Command,"14 Degrees East, Quicksilver Software",Interplay Entertainment,1999-08-11
No,Star Trek: Starfleet Command - Orion Pirates,Star Trek: Starfleet Command,"Taldren, 14 Degrees East",Interplay Entertainment,2001-06-15
No,Star Trek: Starfleet Command II - Empires at War,Star Trek: Starfleet Command,"Taldren, 14 Degrees East",Interplay Entertainment,2000-12-20
No,Star Trek: Starfleet Command III,Star Trek: Starfleet Command,Taldren,Activision,2002-11-07
No,Star Trek: The Next Generation - Birth of the Federation,Star Trek,MicroProse,"MicroProse, Hasbro Interactive",1999-05-25
No,Star Trek: The Next Generation - Klingon Honor Guard,Star Trek,MicroProse,"MicroProse, MacSoft",1998-02-09
No,Star Trek: Voyager - Elite Force,Star Trek: Elite Force,Raven Software,"Activision, Aspyr Media",2000-09-20
No,Star Wars: Battlefront,Star Wars: Battlefront,Pandemic Studios,LucasArts,2004-09-21
No,Star Wars: Battlefront II,Star Wars: Battlefront,Pandemic Studios,"LucasArts, Disney Interactive Studios",2005-10-31
No,Star Wars: Empire at War,Star Wars,Petroglyph Games,"LucasArts, Disney Interactive Studios",2006-02-16
No,Star Wars: Episode I - Racer,Star Wars,LucasArts,"LucasArts, Electronic Arts",1999-05-18
No,Star Wars: Force Commander,Star Wars,"LucasArts, Ronin Entertainment",LucasArts,2000-03-21
No,Star Wars: Galactic Battlegrounds,Star Wars,LucasArts,"LucasArts, Electronic Arts, Aspyr Media, Disney Interactive Studios",2001-11-09
No,Star Wars: Jedi Knight - Dark Forces II,Star Wars: Jedi Knight,LucasArts,"LucasArts, Disney Interactive Studios",1997-10-10
No,Star Wars: Jedi Knight - Jedi Academy,Star Wars: Jedi Knight,Raven Software,"LucasArts, Activision, Disney Interactive Studios",2003-09-17
No,Star Wars: Jedi Knight - Mysteries of the Sith,Star Wars: Jedi Knight,LucasArts,"LucasArts, Disney Interactive Studios",1998-02-24
No,Star Wars: Jedi Knight II - Jedi Outcast,Star Wars: Jedi Knight,Raven Software,"LucasArts, Activision, Aspyr Media, Aspyr Media, Disney Interactive Studios",2002-03-26
No,Star Wars: Rebellion,Star Wars,Coolhand Interactive,"LucasArts, Disney Interactive Studios",1998-02-01
No,Star Wars: Republic Commando,Star Wars,LucasArts,"LucasArts, Disney Interactive Studios",2005-03-04
No,Star Wars: X-Wing Alliance,Star Wars: X-Wing,Totally Games,"LucasArts, Disney Interactive Studios",1999-03-24
No,Star Wars: X-Wing vs. TIE Fighter,Star Wars: X-Wing,Totally Games,"LucasArts, Disney Interactive Studios",1997-05-01
No,Star Wraith IV: Reviction,Star Wraith,StarWraith 3D Games,,2002-01-01
No,Star Wraith: Shadows of Orion,Star Wraith,StarWraith 3D Games,,2002-01-01
No,Starbound,,Chucklefish Games,,2016-07-22
No,StarCraft,StarCraft,"Blizzard Entertainment, Saffire, Lemon Sky Studios","Blizzard Entertainment, Capcom",1998-03-31
No,Stardew Valley,,ConcernedApe,,2016-02-26
No,StarLancer,,"Warthog Games, Digital Anvil",Microsoft,2000-04-27
No,StarMade,,Schine GmbH,,
No,Starshatter: The Gathering Storm,,Destroyer Studios,Matrix Games,2016-10-18
No,Starship Troopers,Starship Troopers,Strangelite,"Destineer, Empire Interactive, Buka Entertainment, Frogster Interactive Pictures AG, FIP Publishing GmbH",2005-10-27
No,Starsiege,Metaltech,Dynamix,Sierra On-Line,1999-03-24
No,Starsiege: Tribes,Tribes,Dynamix,"Sierra On-Line, Hi-Rez Studios",1998-12-23
No,Startopia,,Mucky Foot Productions,"Eidos Interactive, Square Enix, My Little Planet Ltd, Sold Out Software",2001-06-15
No,State of Emergency,,"VIS Entertainment, Wide Games",Global Star Software,2003-08-01
No,Stay Close,,Blind Bird,,2016-09-15
No,Stellar Overload,,Cubical Drift,,
No,Stellaris,Stellaris,"Paradox Development Studio, Paradox Arctic",Paradox Interactive,2016-05-09
No,Stock Car Extreme,Game Stock Car,Reiza Studios,,2013-10-02
No,Strategic Command: European Theater,Strategic Command,Fury Software,Battlefront.com,2002-07-16
No,Street Racing Syndicate,,Eutechnyx,"Namco, Russobit-M, Funbox Media",2004-09-27
No,Streets of Rogue,,Matt Dabrowski,tinyBuild,2019-07-12
No,Strife,Strife,Rogue Entertainment,Velocity Inc.,1996-05-15
No,Stronghold (2001),Stronghold,Firefly Studios,"Take-Two Interactive, Gathering of Developers, MacSoft, 2K Games, Firefly Studios",2001-10-12
No,Stronghold Crusader,Stronghold,Firefly Studios,"Take-Two Interactive, Gathering of Developers, Gamecock Media Group, 2K Games, Firefly Studios",2002-09-27
No,Sub Command,,Sonalysts Combat Simulations,"Electronic Arts, Strategy First",2001-10-01
No,Submarine Titans,,Ellipse Studios,"Strategy First, PAN Interactive",2000-06-26
No,Sudden Strike,Sudden Strike,"Fireglow Games, INtex Publishing","Cdv Software Entertainment, Kalypso Media Digital",2001-01-24
No,Sudden Strike 2,Sudden Strike,"Fireglow Games, INtex Publishing","CDV Software, Kalypso Media Digital",2002-08-30
No,Sudden Strike 4,Sudden Strike,Kite Games,Kalypso Media,2017-08-11
No,Summer Islands,,MatthiasMa,,
No,Summoner,,Volition,"THQ, THQ Nordic, Graphsim Entertainment",2001-03-20
No,Super Puzzle Fighter II Turbo,Street Fighter,Capcom,,1997-03-20
No,Superbike World Championship,Superbike,Milestone S.r.l.,EA Sports,1999-03-03
No,Superleague Formula 2009: The Game,,"Image Space Incorporated, Media Game",,2009-10-31
No,SuperPower 2,SuperPower,GolemLabs,"DreamCatcher Interactive, Nordic Games",2004-10-11
No,SuperTuxKart,Tux,SuperTuxKart Team,,2006-01-01
No,Supreme Commander,Supreme Commander,Gas Powered Games,"THQ, Nordic Games, Square Enix",2007-02-16
No,Supreme Commander: Forged Alliance,Supreme Commander,Gas Powered Games,"THQ, Nordic Games, Square Enix",2007-11-06
No,Supreme Ruler 1936,Supreme Ruler,BattleGoat Studios,,2014-05-09
No,Supreme Ruler 2010,Supreme Ruler,BattleGoat Studios,,2005-05-12
No,Supreme Ruler 2020,Supreme Ruler,BattleGoat Studios,Paradox Interactive,2008-06-17
No,Supreme Ruler The Great War,Supreme Ruler,BattleGoat Studios,,2017-08-01
No,Supreme Ruler: Cold War,Supreme Ruler,BattleGoat Studios,Paradox Interactive,2011-07-29
No,Survivor Squad,Survivor Squad,Endless Loop Studios,,2013-05-13
No,Survivor: The Interactive Game,Survivor,Magic Lantern,"Infogrames, MacSoft",2001-01-01
No,Sven Co-op,Half-Life mods and fangames,Sven Co-op Team,,
No,SWAT 3: Close Quarters Battle,Police Quest,Sierra Northwest,"Sierra Entertainment, Activision, Sold Out Software",1999-11-23
No,SWAT 4,Police Quest,Irrational Games,"Sierra Entertainment, Activision",2005-04-05
No,Sword of the Stars,Sword of the Stars,Kerberos Productions,"Paradox Interactive, Lighthouse Interactive",2006-08-22
No,Swords & Soldiers II: Shawarmageddon,Swords & Soldiers,Ronimo Games,,2018-11-06
No,Sydney 2000,Summer Olympics,Attention to Detail,Eidos Interactive,2000-08-25
No,Syndicate,Syndicate,Bullfrog Productions,Electronic Arts,1993-06-06
No,Syndicate Wars,Syndicate,Bullfrog Productions,Electronic Arts,1996-10-31
No,System Shock 2,System Shock,"Irrational Games, Looking Glass Studios","Electronic Arts, Night Dive Studios",1999-08-11
No,T-MEK,,Atari Games,Midway Games,1996-01-01
No,Tabletop Playground,,Plasticity Studios,Modularity,
No,Tachyon: The Fringe,,NovaLogic,"NovaLogic, THQ Nordic",2000-04-24
No,Tactical Ops: Assault on Terror,,Kamehan Studios,Infogrames,2002-04-24
No,Take On Helicopters,Take On,Bohemia Interactive,,2011-10-27
No,Takeda,Takeda,Magitech,Xicat Interactive,2001-11-01
No,Takedown: Red Sabre,,Serellan,505 Games,2013-09-20
No,Target (1998),,DeLyric Games,Hurtownia Oprogramowania USER,1998-01-01
No,Team Fortress,Team Fortress,Team Fortress Software,,1996-08-24
No,Team Fortress 2,Team Fortress,"Valve Corporation, Escalation Studios","Valve Corporation, Buka Entertainment",2007-10-09
No,Team Fortress Classic,Team Fortress,Valve Corporation,,1999-04-07
No,Tennis Elbow 2013,Tennis Elbow,Mana Games,,2013-01-24
No,Tennis Elbow 4,Tennis Elbow,Mana Games,,
No,Terminal Velocity,Terminal Velocity,Terminal Reality,"3D Realms, Ziggurat Interactive, MacSoft",1995-05-01
No,Terminator 3: War of the Machines,The Terminator,Clever's Games,"Atari, 1C-SoftClub",2003-11-28
No,Terraria,Terraria,Re-Logic,,2011-05-16
No,Terrorist Takedown 2,Terrorist Takedown,City Interactive,"City Interactive, Noviy Disk",2007-12-04
No,Terrorist Takedown 3,Terrorist Takedown,City Interactive,,2010-04-04
No,Test Drive 4,Test Drive,Pitbull Syndicate,Accolade,1997-09-30
No,The Battle for Wesnoth,,BfW project team,,2005-10-02
No,The Chronicles of Riddick: Assault on Dark Athena,The Chronicles of Riddick,"Starbreeze Studios, Tigon Studios",Atari,2009-04-07
No,The Club,,Bizarre Creations,Sega,2008-02-07
No,The Dark Eye: Book of Heroes,The Dark Eye,Random Potion Oy,Wild River Games,2020-06-09
No,The Dawn: Sniper's Way,Fast Detect,Phosphorus Games,,
No,The Dukes of Hazzard: Racing for Home,,"Sinister Games, 4-Elements Studios, Front Door","Ubi Soft, SouthPeak Interactive",2000-06-09
No,The F.A. Premier League Stars,EA Sports' Stars,"Electronic Arts UK, Software Creations",Electronic Arts,1999-01-01
No,The Flintstones: Bedrock Bowling,The Flintstones,Adrenalin Interactive,"Ubisoft, SouthPeak Interactive",2000-07-14
No,The Game of Life,The Game of Life,Mass Media Inc.,Hasbro Interactive,1998-09-30
No,The Gladiators: Galactic Circus Games,,Eugen Systems,"Arxel Tribe, Tri Synergy",2002-10-20
No,The Great Battles of Alexander,The Great Battles,Erudite Software,"Interactive Magic, iEntertainment Network",1997-06-22
No,The Great Battles of Hannibal,The Great Battles,Erudite Software,"Interactive Magic, iEntertainment Network",1997-11-07
No,The Great Race,,Triumph,,2018-05-18
No,The Guild II,The Guild,4 Head Studios,"JoWood Productions, Nordic Games, THQ Nordic",2006-09-29
No,The Guild II: Pirates of the European Seas,The Guild,4 Head Studios,"JoWood Productions, Nordic Games, THQ Nordic",2007-05-18
No,The Guild II: Renaissance,The Guild,4 Head Studios,"JoWood Productions, Nordic Games, THQ Nordic",2010-07-27
No,The Guild II: Venice,The Guild,Trine Games,"JoWood Productions, Nordic Games, THQ Nordic",2008-10-10
No,The Haunted: Hells Reach,,KTX Software,Signo & Arte,2011-10-24
No,The Hidden: Source,,Hidden Team,,2005-06-13
No,The Incredible Adventures of Van Helsing III,The Incredible Adventures of Van Helsing,NeocoreGames,,2015-05-22
No,The Incredible Adventures of Van Helsing: Final Cut,The Incredible Adventures of Van Helsing,NeocoreGames,,2015-11-06
No,The King of Fighters XV,The King of Fighters,SNK Corporation,,2022-02-17
No,The Lord of the Rings: Conquest,The Lord of the Rings,Pandemic Studios,Electronic Arts,2009-01-09
No,The Lord of the Rings: The Battle for Middle-earth,The Battle for Middle-earth,EA Los Angeles,Electronic Arts,2004-12-06
No,The Lord of the Rings: The Battle for Middle-earth II,The Battle for Middle-earth,"EA Los Angeles, BreakAway Games",Electronic Arts,Error: Too many #time calls.
No,The Lord of the Rings: War in the North,Middle-earth,Snowblind Studios,"Warner Bros. Interactive Entertainment, Feral Interactive",2011-11-01
No,The Lord of the Rings: War of the Ring,Middle-earth,Liquid Entertainment,Sierra Entertainment,2003-11-08
No,The Nations,Alien Nations,JoWood Vienna,"JoWood Productions, Nordic Games, THQ Nordic, 1C Company, Zeta Multimedia",2001-06-15
No,The Need for Speed,Need for Speed,"Pioneer Productions, EA Canada",Electronic Arts,1995-09-01
No,The Operative: No One Lives Forever,No One Lives Forever,"Monolith Productions, Third Law Interactive","Fox Interactive, Sierra Entertainment, MacPlay",2000-11-09
No,The Persistence,,Firesprite Ltd,,2020-05-21
No,The Political Machine,The Political Machine,Stardock Entertainment,Ubisoft,2004-08-10
No,The Rage,,Fluid Games,Midas Interactive Entertainment,2001-10-05
No,The Regiment,,Kuju Entertainment,"Konami, Encore Software, Noviy Disk",2006-02-17
No,The Rise and Rule of Ancient Empires,,Impressions Games,Sierra On-Line,1996-03-18
No,The Settlers II: 10th Anniversary,The Settlers,"Blue Byte Software, Funatics Development",Ubisoft,2006-10-27
No,The Settlers III,The Settlers,"Blue Byte Software, Blue Byte Software",Ubisoft,1998-11-20
No,The Settlers IV,The Settlers,"Blue Byte Software, Blue Byte Software",Ubisoft,2001-02-15
No,The Settlers: Heritage of Kings,The Settlers,Blue Byte Software,Ubisoft,2004-11-25
No,The Settlers: Rise of an Empire,The Settlers,Blue Byte Software,Ubisoft,2007-09-25
No,The Ship,The Ship,Outerlight,Blazing Griffin,2006-07-30
No,The Ship: Remasted,The Ship,Blazing Griffin,,2016-11-03
No,The Showdown Effect,,Arrowhead Game Studios,Paradox Interactive,2013-03-05
No,The Stalin Subway,Stalin Subway,Orion Games,Buka Entertainment,2005-09-25
No,The Stalin Subway: Red Veil,Stalin Subway,Orion Games,Buka Entertainment,2006-10-05
No,The Terminator: SkyNET,The Terminator,Bethesda Softworks,,1996-01-01
No,The Tone Rebellion,,The Logic Factory,Virgin Interactive,1997-01-01
No,The Typing of the Dead,The Typing of the Dead,"Wow Entertainment, Smilebit","Sega, Tian Ren Hu Dong",2001-09-23
No,The Wheel of Time,,Legend Entertainment,"GT Interactive, Nightdive Studios",1999-11-15
No,Them's Fightin' Herds,,Mane6,Modus Games,2020-04-30
No,Theme Hospital,Theme Park,Bullfrog Productions,"Electronic Arts, Sold Out Software",1997-03-28
No,Thief Town,,Glass Knuckle Games,,2014-09-26
No,Throne of Darkness,,CLICK Entertainment,"Sierra On-Line, 1C-SoftClub, Activision",2001-09-25
No,Thunder Brigade,,Bluemoon Interactive,"Interactive Magic, iEntertainment Network",1998-12-28
No,Ticket to Ride,Ticket to Ride,Next Level Games,,2012-05-24
No,Tidalis,,Arcen Games,,2010-07-16
No,Tiger Woods 99 PGA Tour Golf,PGA Tour,Adrenalin Entertainment,EA Sports,1998-08-26
No,Time Warriors,,Silmarils,MPO Multimídia,1997-01-01
No,TimeShift,,Saber Interactive,"Sierra Entertainment, Activision",2007-10-30
No,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-Shot Adventure,Borderlands,"Gearbox Software, Stray Kite Studios",2K Games,2021-11-09
No,Tiny Tina's Wonderlands,Borderlands,Gearbox Software,2K Games,2022-03-25
No,Titan Quest,Titan Quest,"Iron Lore Entertainment, Demiurge Studios","THQ, Nordic Games",2006-06-26
No,Titan Quest Anniversary Edition,Titan Quest,"Iron Lore Entertainment, THQ Nordic, Pieces Interactive, Digital Arrow",THQ Nordic,2016-08-31
No,TOCA 2 Touring Cars,TOCA,Codemasters,,1998-01-01
No,TOCA Race Driver,TOCA,Codemasters,"Codemasters, CD Projekt, FX Interactive",2003-03-28
No,TOCA Race Driver 2,TOCA,Codemasters,"Codemasters, CD Projekt, FX Interactive",2004-04-15
No,TOCA Race Driver 3,TOCA,Codemasters,"Codemasters, CD Projekt, Feral Interactive",2006-02-22
No,TOCA Touring Car Championship,TOCA,Codemasters,,1997-11-01
No,Tokyo 42,,SMAC Games,Mode 7,2017-05-31
No,Tom Clancy's EndWar,Tom Clancy's EndWar,Ubisoft Shanghai,Ubisoft,2009-02-24
No,Tom Clancy's Ghost Recon,Tom Clancy's Ghost Recon,Red Storm Entertainment,"Ubisoft, Aspyr Media",2001-11-13
No,Tom Clancy's Ghost Recon Advanced Warfighter,Tom Clancy's Ghost Recon,GRIN,Ubisoft,2006-05-03
No,Tom Clancy's Ghost Recon Advanced Warfighter 2,Tom Clancy's Ghost Recon,GRIN,Ubisoft,2007-06-28
No,Tom Clancy's H.A.W.X,Tom Clancy's H.A.W.X,Ubisoft Romania,Ubisoft,2009-03-17
No,Tom Clancy's H.A.W.X. 2,Tom Clancy's H.A.W.X,Ubisoft Romania,Ubisoft,2010-11-12
No,Tom Clancy's Rainbow Six,Rainbow Six,Red Storm Entertainment,"Red Storm Entertainment, Ubisoft, MacSoft",1998-08-21
No,Tom Clancy's Rainbow Six 3: Raven Shield,Rainbow Six,"Red Storm Entertainment, Ubisoft Montreal, Ubisoft Milan, Ubisoft Casablanca","Ubisoft, Aspyr Media",2003-03-18
No,Tom Clancy's Rainbow Six Siege,Rainbow Six,Ubisoft Montreal,Ubisoft,2015-12-01
No,Tom Clancy's Rainbow Six: Covert Operations Essentials,Rainbow Six,Red Storm Entertainment,,2000-09-28
No,Tom Clancy's Rainbow Six: Lockdown,Rainbow Six,Red Storm Entertainment,Ubisoft,2006-02-16
No,Tom Clancy's Rainbow Six: Rogue Spear,Rainbow Six,"Red Storm Entertainment, Ubisoft Milan","Red Storm Entertainment, Take-Two Interactive, Ubisoft",1999-09-22
No,Tom Clancy's Rainbow Six: Rogue Spear: Black Thorn,Rainbow Six,Red Storm Entertainment,Ubisoft,2001-12-15
No,Tom Clancy's Rainbow Six: Vegas,Rainbow Six,Ubisoft Montreal,Ubisoft,2006-11-28
No,Tom Clancy's Rainbow Six: Vegas 2,Rainbow Six,Ubisoft Montreal,Ubisoft,2008-04-15
No,Tom Clancy's ruthless.com,Tom Clancy,Red Storm Entertainment,,1998-11-20
No,Tom Clancy's Splinter Cell: Chaos Theory,Splinter Cell,"Ubisoft Montreal, Ubisoft Annecy",Ubisoft,2005-03-21
No,Tom Clancy's Splinter Cell: Conviction,Splinter Cell,Ubisoft Montreal,Ubisoft,2010-03-27
No,Tom Clancy's Splinter Cell: Double Agent,Splinter Cell,"Ubisoft Shanghai, Ubisoft Annecy",Ubisoft,2006-11-07
No,Tom Clancy's Splinter Cell: Pandora Tomorrow,Splinter Cell,"Ubisoft Shanghai, Ubisoft Annecy",Ubisoft,2004-03-23
No,Tony Hawk's American Wasteland,Tony Hawk's,Neversoft,Activision,2006-02-06
No,Tony Hawk's Pro Skater 2,Tony Hawk's,Neversoft,"Activision, Aspyr Media, Aspyr Media",2000-11-17
No,Tony Hawk's Pro Skater 3,Tony Hawk's,Neversoft,Activision,2002-03-28
No,Tony Hawk's Pro Skater 4,Tony Hawk's,Neversoft,"Activision, Aspyr Media, Aspyr Media",2003-08-15
No,Tony Hawk's Underground,Tony Hawk's,Neversoft,Activision,2004-01-01
No,Tony Hawk's Underground 2,Tony Hawk's,Neversoft,Activision,2004-10-04
No,Toon Quad,,Revistronic,Noviy Disk,2001-07-15
No,ToonCar,,Revistronic,"Andrico, Noviy Disk, Snowball.ru",2001-07-15
No,Toontown Realms,Toontown,The Toontown Realms Team,,2023-04-02
No,Top Spin,Top Spin,Power and Magic Development,Atari,2004-11-10
No,Top Spin 2,Top Spin,"Indie Built, Power and Magic Development","Aspyr Media, 2K Sports",2006-12-01
No,Torchlight II,Torchlight,Runic Games,Perfect World,2012-09-20
No,Total Annihilation,Total Annihilation,Cavedog Entertainment,"GT Interactive, Infogrames, Atari, Wargaming",1997-09-27
No,Total Annihilation: Kingdoms,Total Annihilation,Cavedog Entertainment,"GT Interactive, Infogrames, Atari, Wargaming, Sold Out Software",1999-06-25
No,Total War: Shogun 2,Total War,Creative Assembly,Sega,2011-03-15
No,Total War: Shogun 2 - Fall of the Samurai,Total War,Creative Assembly,Sega,2012-03-22
No,Total War: Warhammer,Total War: Warhammer,Creative Assembly,"Sega, Feral Interactive",2016-05-24
No,Total War: Warhammer II,Total War: Warhammer,Creative Assembly,"Sega, Feral Interactive, Feral Interactive",2017-09-28
No,Total War: Warhammer III,Total War: Warhammer,Creative Assembly,"Sega, Feral Interactive",2022-02-17
No,Touhou Hisoutensoku,Touhou Project,"Team Shanghai Alice, Twilight Frontier",Twilight Frontier,2009-08-15
No,Toxikk,,REAKKTOR Studios,,2016-09-09
No,TrackMania (2003),TrackMania,Nadeo,"Enlight Software, Digital Jesters, Focus Home Interactive, Deep Silver, 93 Games",2003-11-21
No,Trackmania (2020),TrackMania,Nadeo,Ubisoft,2020-07-01
No,TrackMania 2: Canyon,TrackMania,Nadeo,Ubisoft,2011-09-14
No,TrackMania 2: Stadium,TrackMania,Nadeo,Ubisoft,2013-06-20
No,TrackMania 2: Valley,TrackMania,Nadeo,Ubisoft,2013-07-04
No,TrackMania Nations,TrackMania,Nadeo,"Focus Home Interactive, Deep Silver",2006-01-27
No,TrackMania Nations Forever,TrackMania,Nadeo,"Focus Home Interactive, Ubisoft",2008-04-16
No,TrackMania Sunrise,TrackMania,Nadeo,"Enlight Software, Digital Jesters",2005-04-06
No,TrackMania United,TrackMania,Nadeo,"Focus Home Interactive, Deep Silver, 93 Games",2006-11-16
No,Transport Tycoon,Transport Tycoon,Chris Sawyer,MicroProse,1994-01-01
No,Transport Tycoon Deluxe,Transport Tycoon,Chris Sawyer,"MicroProse, Infogrames",1995-01-01
No,Treasure Planet: Battle at Procyon,Disney Classics,Barking Dog Studios,Disney Interactive Studios,2002-10-31
No,Tremulous,,Dark Legion Development,,2006-08-11
No,Tribes 2,Tribes,Dynamix,"Sierra On-Line, Hi-Rez Studios",2001-03-30
No,Tribes: Vengeance,Tribes,Irrational Games Australia,"Sierra Entertainment, Hi-Rez Studios",2004-10-05
No,Trine 4: The Nightmare Prince,Trine,Frozenbyte,Modus Games,2019-10-08
No,Trine 5: A Clockwork Conspiracy,Trine,Frozenbyte,THQ Nordic,
No,Triple Play Baseball,Triple Play,Treyarch,EA Sports,2001-03-04
No,TripleA,,Sean Bridges,,2001-10-01
No,Tron 2.0,Tron,Monolith Productions,"Buena Vista Interactive, MacPlay, Disney Interactive Studios",2003-08-26
No,True Crime: Streets of LA,True Crime,Luxoflux,"Activision, Aspyr Media",2004-05-14
No,Turning Point: Fall of Liberty,,Spark Unlimited,Codemasters,2008-02-26
No,Turok,Turok (Acclaim),Propaganda Games,Disney Interactive Studios,2008-04-22
No,Turok 2: Seeds of Evil,Turok (Acclaim),Iguana Entertainment,Acclaim Entertainment,1999-02-09
No,Turok 2: Seeds of Evil (2017),Turok (Acclaim),"Iguana Entertainment, Nightdive Studios",Nightdive Studios,2017-03-16
No,Twisted Metal 2,Twisted Metal,"Sony Interactive Studios America, SingleTrac",Sony Interactive Studios America,1997-11-13
No,Tyrian,,Eclipse Productions,"Epic MegaGames, XSIV Games, Contoso Games",1995-01-01
No,Tzar: The Burden of the Crown,,Haemimont Games,"Take-Two Interactive, FX Interactive, Haemimont Games",2000-03-31
No,U.S. Most Wanted: Nowhere To Hide,,Fun Labs,Activision Value Publishing,2002-11-01
No,Uebergame,,Duion,,2014-12-24
No,UEFA Champions League 2006-2007,UEFA Champions League,"EA Canada, HB Studios",EA Sports,2007-03-22
No,UEFA Euro 2000,UEFA Euro,"EA Canada, Software Creations",EA Sports,2000-04-28
No,UEFA Euro 96,"UEFA Euro, Actua Sports",Gremlin Interactive,,1996-05-30
No,Ultimate Chicken Horse,,Clever Endeavour Games,,2016-03-04
No,Ultimate Demolition Derby,,3Romans,Global Star Software,2005-01-01
No,Ultimate Duck Hunting,,Mid Carolina Media,,2006-05-02
No,Ultimate Rivals: The Court,Ultimate Rivals,Bit Fry Game Studios,,2021-07-09
No,Ultimate Rivals: The Rink,Ultimate Rivals,Bit Fry Game Studios,,2019-12-12
No,Universe at War: Earth Assault,,Petroglyph Games,Sega,2007-12-10
No,Unloved,,BlueEagle Productions,Paul Schneider,2016-09-29
No,Unreal,Unreal,"Epic Games, Digital Extremes, Legend Entertainment","GT Interactive, Infogrames, Midway Games, MacSoft, Epic Games",1998-05-22
No,Unreal II: The Awakening,Unreal,Legend Entertainment,"Infogrames, Midway Games, Epic Games",2003-02-03
No,Unreal Tournament,Unreal,"Epic Games, Digital Extremes","GT Interactive, MacSoft, Infogrames, Midway Games, Epic Games",1999-11-22
No,Unreal Tournament 2003,Unreal,"Epic Games, Digital Extremes",Infogrames,2002-10-01
No,Unreal Tournament 2004,Unreal,"Epic Games, Digital Extremes, Psyonix, Ryan C. Gordon","Atari, Midway Games, Sold Out Software, Epic Games",2004-03-16
No,Unreal Tournament 3,Unreal,Epic Games,"Midway Games, Midway Home Entertainment, Noviy Disk, Sold Out Software, Epic Games",2007-11-19
No,Unreal Tournament 4,Unreal,Epic Games,,
No,Unturned,,Smartly Dressed Games,,2017-07-07
No,Uprising 2: Lead and Destroy,Uprising,Cyclone Studios,"The 3DO Company, Prism Entertainment, Retroism, Ziggurat Interactive",1998-01-01
No,Urban Assault,,TerraTools,Microsoft,1998-07-31
No,Urban Terror,,"Silicon Ice Development, Frozen Sand",,2007-04-01
No,V Rising,,Stunlock Studios,,
No,Vagante,,Nuke Nine,,2018-02-22
No,Vail VR,,AEXLAB,,
No,Valheim,,Iron Gate Studio,Coffee Stain Studios,
No,Vampire: The Masquerade - Redemption,Vampire: The Masquerade,Nihilistic Software,"Activision, MacSoft",2000-06-07
No,Vancouver 2010,Winter Olympics,Eurocom,Sega,2010-02-18
No,Vantage Master Online,Vantage Master,Nihon Falcom,,1998-07-10
No,Vehicles Fury,,Ayedh,,2017-12-04
No,Velvet Guard,,Pengu2,,2018-04-06
No,Vertical Drop Heroes HD,,Nerdook Productions,Digerati Distribution,2014-05-20
No,Victoria: An Empire Under the Sun,Victoria,Paradox Development Studio,Paradox Interactive,2003-11-18
No,Vietcong,Vietcong,"Pterodon, Illusion Softworks",Gathering of Developers,2003-03-26
No,Vietcong 2,Vietcong,"Pterodon, Illusion Softworks","2K Games, Sold Out Software",2005-10-24
No,Vikings: Wolves of Midgard,,Games Farm,Kalypso Media,2017-03-24
No,Viper Racing,,Monster Games,Sierra Entertainment,1998-01-01
No,Virtua Cop,Virtua Cop,Sega AM2,Sega,1996-10-01
No,Virtua Cop 2,Virtua Cop,Sega AM2,Sega,1997-11-25
No,Virtua Fighter 2,Virtua Fighter,Sega AM2,Sega,1997-09-05
No,Virtua Tennis,Virtua Tennis,Hitmaker,"Empire Interactive, Activision",2002-03-15
No,Virus: The Game,,Kidum Multimedia,Sir-tech Software,1997-11-30
