Game Name,Series,Developer,Publisher,Date Published
Star Ruler 2,Star Ruler,"Blind Mind Studios, Glacicle",,2015-03-27
Star Trek DAC,Star Trek,Naked Sky Entertainment,Paramount Digital Entertainment,2009-11-13
Star Trek: Armada,Star Trek: Armada,"Activision, Mad Doc Software",Activision,2000-03-22
Star Trek: Armada II,Star Trek: Armada,Mad Doc Software,Activision,2001-11-16
Star Trek: Away Team,Star Trek,Reflexive Entertainment,Activision,2001-03-14
Star Trek: Bridge Commander,Star Trek,Totally Games,Activision,2002-02-27
Star Trek: Deep Space Nine - Dominion Wars,Star Trek,Gizmo Industries,"Simon & Schuster Interactive, PAN Interactive",2001-06-12
Star Trek: Elite Force II,Star Trek: Elite Force,Ritual Entertainment,"Activision, Aspyr Media",2003-06-20
Star Trek: Klingon Academy,Star Trek,"14 Degrees East, Intermetrics, Wombat Games",Interplay Entertainment,2000-06-22
Star Trek: Legacy,Star Trek,Mad Doc Software,"Bethesda Softworks, Ubisoft",2006-12-05
Star Trek: New Worlds,Star Trek,"14 Degrees East, Binary Asylum",Interplay Entertainment,2000-09-07
Star Trek: Starfleet Academy,Star Trek,Interplay Entertainment,,1997-09-12
Star Trek: Starfleet Command,Star Trek: Starfleet Command,"14 Degrees East, Quicksilver Software",Interplay Entertainment,1999-08-11
Star Trek: Starfleet Command - Orion Pirates,Star Trek: Starfleet Command,"Taldren, 14 Degrees East",Interplay Entertainment,2001-06-15
Star Trek: Starfleet Command II - Empires at War,Star Trek: Starfleet Command,"Taldren, 14 Degrees East",Interplay Entertainment,2000-12-20
Star Trek: Starfleet Command III,Star Trek: Starfleet Command,Taldren,Activision,2002-11-07
Star Trek: The Next Generation - Birth of the Federation,Star Trek,MicroProse,"MicroProse, Hasbro Interactive",1999-05-25
Star Trek: The Next Generation - Klingon Honor Guard,Star Trek,MicroProse,"MicroProse, MacSoft",1998-02-09
Star Trek: Voyager - Elite Force,Star Trek: Elite Force,Raven Software,"Activision, Aspyr Media",2000-09-20
Star Wars: Battlefront,Star Wars: Battlefront,Pandemic Studios,LucasArts,2004-09-21
Star Wars: Battlefront II,Star Wars: Battlefront,Pandemic Studios,"LucasArts, Disney Interactive Studios",2005-10-31
Star Wars: Empire at War,Star Wars,Petroglyph Games,"LucasArts, Disney Interactive Studios",2006-02-16
Star Wars: Episode I - Racer,Star Wars,LucasArts,"LucasArts, Electronic Arts",1999-05-18
Star Wars: Force Commander,Star Wars,"LucasArts, Ronin Entertainment",LucasArts,2000-03-21
Star Wars: Galactic Battlegrounds,Star Wars,LucasArts,"LucasArts, Electronic Arts, Aspyr Media, Disney Interactive Studios",2001-11-09
Star Wars: Jedi Knight - Dark Forces II,Star Wars: Jedi Knight,LucasArts,"LucasArts, Disney Interactive Studios",1997-10-10
Star Wars: Jedi Knight - Jedi Academy,Star Wars: Jedi Knight,Raven Software,"LucasArts, Activision, Disney Interactive Studios",2003-09-17
Star Wars: Jedi Knight - Mysteries of the Sith,Star Wars: Jedi Knight,LucasArts,"LucasArts, Disney Interactive Studios",1998-02-24
Star Wars: Jedi Knight II - Jedi Outcast,Star Wars: Jedi Knight,Raven Software,"LucasArts, Activision, Aspyr Media, Aspyr Media, Disney Interactive Studios",2002-03-26
Star Wars: Rebellion,Star Wars,Coolhand Interactive,"LucasArts, Disney Interactive Studios",1998-02-01
Star Wars: Republic Commando,Star Wars,LucasArts,"LucasArts, Disney Interactive Studios",2005-03-04
Star Wars: X-Wing Alliance,Star Wars: X-Wing,Totally Games,"LucasArts, Disney Interactive Studios",1999-03-24
Star Wars: X-Wing vs. TIE Fighter,Star Wars: X-Wing,Totally Games,"LucasArts, Disney Interactive Studios",1997-05-01
Star Wraith IV: Reviction,Star Wraith,StarWraith 3D Games,,2002-01-01
Star Wraith: Shadows of Orion,Star Wraith,StarWraith 3D Games,,2002-01-01
Starbound,,Chucklefish Games,,2016-07-22
StarCraft,StarCraft,"Blizzard Entertainment, Saffire, Lemon Sky Studios","Blizzard Entertainment, Capcom",1998-03-31
Stardew Valley,,ConcernedApe,,2016-02-26
StarLancer,,"Warthog Games, Digital Anvil",Microsoft,2000-04-27
StarMade,,Schine GmbH,,
Starshatter: The Gathering Storm,,Destroyer Studios,Matrix Games,2016-10-18
Starship Troopers,Starship Troopers,Strangelite,"Destineer, Empire Interactive, Buka Entertainment, Frogster Interactive Pictures AG, FIP Publishing GmbH",2005-10-27
Starsiege,Metaltech,Dynamix,Sierra On-Line,1999-03-24
Starsiege: Tribes,Tribes,Dynamix,"Sierra On-Line, Hi-Rez Studios",1998-12-23
Startopia,,Mucky Foot Productions,"Eidos Interactive, Square Enix, My Little Planet Ltd, Sold Out Software",2001-06-15
State of Emergency,,"VIS Entertainment, Wide Games",Global Star Software,2003-08-01
Stay Close,,Blind Bird,,2016-09-15
Stellar Overload,,Cubical Drift,,
Stellaris,Stellaris,"Paradox Development Studio, Paradox Arctic",Paradox Interactive,2016-05-09
Stock Car Extreme,Game Stock Car,Reiza Studios,,2013-10-02
Strategic Command: European Theater,Strategic Command,Fury Software,Battlefront.com,2002-07-16
Street Racing Syndicate,,Eutechnyx,"Namco, Russobit-M, Funbox Media",2004-09-27
Streets of Rogue,,Matt Dabrowski,tinyBuild,2019-07-12
Strife,Strife,Rogue Entertainment,Velocity Inc.,1996-05-15
Stronghold (2001),Stronghold,Firefly Studios,"Take-Two Interactive, Gathering of Developers, MacSoft, 2K Games, Firefly Studios",2001-10-12
Stronghold Crusader,Stronghold,Firefly Studios,"Take-Two Interactive, Gathering of Developers, Gamecock Media Group, 2K Games, Firefly Studios",2002-09-27
Sub Command,,Sonalysts Combat Simulations,"Electronic Arts, Strategy First",2001-10-01
Submarine Titans,,Ellipse Studios,"Strategy First, PAN Interactive",2000-06-26
Sudden Strike,Sudden Strike,"Fireglow Games, INtex Publishing","Cdv Software Entertainment, Kalypso Media Digital",2001-01-24
Sudden Strike 2,Sudden Strike,"Fireglow Games, INtex Publishing","CDV Software, Kalypso Media Digital",2002-08-30
Sudden Strike 4,Sudden Strike,Kite Games,Kalypso Media,2017-08-11
Summer Islands,,MatthiasMa,,
Summoner,,Volition,"THQ, THQ Nordic, Graphsim Entertainment",2001-03-20
Super Puzzle Fighter II Turbo,Street Fighter,Capcom,,1997-03-20
Superbike World Championship,Superbike,Milestone S.r.l.,EA Sports,1999-03-03
Superleague Formula 2009: The Game,,"Image Space Incorporated, Media Game",,2009-10-31
SuperPower 2,SuperPower,GolemLabs,"DreamCatcher Interactive, Nordic Games",2004-10-11
SuperTuxKart,Tux,SuperTuxKart Team,,2006-01-01
Supreme Commander,Supreme Commander,Gas Powered Games,"THQ, Nordic Games, Square Enix",2007-02-16
Supreme Commander: Forged Alliance,Supreme Commander,Gas Powered Games,"THQ, Nordic Games, Square Enix",2007-11-06
Supreme Ruler 1936,Supreme Ruler,BattleGoat Studios,,2014-05-09
Supreme Ruler 2010,Supreme Ruler,BattleGoat Studios,,2005-05-12
Supreme Ruler 2020,Supreme Ruler,BattleGoat Studios,Paradox Interactive,2008-06-17
Supreme Ruler The Great War,Supreme Ruler,BattleGoat Studios,,2017-08-01
Supreme Ruler: Cold War,Supreme Ruler,BattleGoat Studios,Paradox Interactive,2011-07-29
Survivor Squad,Survivor Squad,Endless Loop Studios,,2013-05-13
Survivor: The Interactive Game,Survivor,Magic Lantern,"Infogrames, MacSoft",2001-01-01
Sven Co-op,Half-Life mods and fangames,Sven Co-op Team,,
SWAT 3: Close Quarters Battle,Police Quest,Sierra Northwest,"Sierra Entertainment, Activision, Sold Out Software",1999-11-23
SWAT 4,Police Quest,Irrational Games,"Sierra Entertainment, Activision",2005-04-05
Sword of the Stars,Sword of the Stars,Kerberos Productions,"Paradox Interactive, Lighthouse Interactive",2006-08-22
Swords & Soldiers II: Shawarmageddon,Swords & Soldiers,Ronimo Games,,2018-11-06
Sydney 2000,Summer Olympics,Attention to Detail,Eidos Interactive,2000-08-25
Syndicate,Syndicate,Bullfrog Productions,Electronic Arts,1993-06-06
Syndicate Wars,Syndicate,Bullfrog Productions,Electronic Arts,1996-10-31
System Shock 2,System Shock,"Irrational Games, Looking Glass Studios","Electronic Arts, Night Dive Studios",1999-08-11
T-MEK,,Atari Games,Midway Games,1996-01-01
Tabletop Playground,,Plasticity Studios,Modularity,
Tachyon: The Fringe,,NovaLogic,"NovaLogic, THQ Nordic",2000-04-24
Tactical Ops: Assault on Terror,,Kamehan Studios,Infogrames,2002-04-24
Take On Helicopters,Take On,Bohemia Interactive,,2011-10-27
Takeda,Takeda,Magitech,Xicat Interactive,2001-11-01
Takedown: Red Sabre,,Serellan,505 Games,2013-09-20
Target (1998),,DeLyric Games,Hurtownia Oprogramowania USER,1998-01-01
Team Fortress,Team Fortress,Team Fortress Software,,1996-08-24
Team Fortress 2,Team Fortress,"Valve Corporation, Escalation Studios","Valve Corporation, Buka Entertainment",2007-10-09
Team Fortress Classic,Team Fortress,Valve Corporation,,1999-04-07
Tennis Elbow 2013,Tennis Elbow,Mana Games,,2013-01-24
Tennis Elbow 4,Tennis Elbow,Mana Games,,
Terminal Velocity,Terminal Velocity,Terminal Reality,"3D Realms, Ziggurat Interactive, MacSoft",1995-05-01
Terminator 3: War of the Machines,The Terminator,Clever's Games,"Atari, 1C-SoftClub",2003-11-28
Terraria,Terraria,Re-Logic,,2011-05-16
Terrorist Takedown 2,Terrorist Takedown,City Interactive,"City Interactive, Noviy Disk",2007-12-04
Terrorist Takedown 3,Terrorist Takedown,City Interactive,,2010-04-04
Test Drive 4,Test Drive,Pitbull Syndicate,Accolade,1997-09-30
The Battle for Wesnoth,,BfW project team,,2005-10-02
The Chronicles of Riddick: Assault on Dark Athena,The Chronicles of Riddick,"Starbreeze Studios, Tigon Studios",Atari,2009-04-07
The Club,,Bizarre Creations,Sega,2008-02-07
The Dark Eye: Book of Heroes,The Dark Eye,Random Potion Oy,Wild River Games,2020-06-09
The Dawn: Sniper's Way,Fast Detect,Phosphorus Games,,
The Dukes of Hazzard: Racing for Home,,"Sinister Games, 4-Elements Studios, Front Door","Ubi Soft, SouthPeak Interactive",2000-06-09
The F.A. Premier League Stars,EA Sports' Stars,"Electronic Arts UK, Software Creations",Electronic Arts,1999-01-01
The Flintstones: Bedrock Bowling,The Flintstones,Adrenalin Interactive,"Ubisoft, SouthPeak Interactive",2000-07-14
The Game of Life,The Game of Life,Mass Media Inc.,Hasbro Interactive,1998-09-30
The Gladiators: Galactic Circus Games,,Eugen Systems,"Arxel Tribe, Tri Synergy",2002-10-20
The Great Battles of Alexander,The Great Battles,Erudite Software,"Interactive Magic, iEntertainment Network",1997-06-22
The Great Battles of Hannibal,The Great Battles,Erudite Software,"Interactive Magic, iEntertainment Network",1997-11-07
The Great Race,,Triumph,,2018-05-18
The Guild II,The Guild,4 Head Studios,"JoWood Productions, Nordic Games, THQ Nordic",2006-09-29
The Guild II: Pirates of the European Seas,The Guild,4 Head Studios,"JoWood Productions, Nordic Games, THQ Nordic",2007-05-18
The Guild II: Renaissance,The Guild,4 Head Studios,"JoWood Productions, Nordic Games, THQ Nordic",2010-07-27
The Guild II: Venice,The Guild,Trine Games,"JoWood Productions, Nordic Games, THQ Nordic",2008-10-10
The Haunted: Hells Reach,,KTX Software,Signo & Arte,2011-10-24
The Hidden: Source,,Hidden Team,,2005-06-13
The Incredible Adventures of Van Helsing III,The Incredible Adventures of Van Helsing,NeocoreGames,,2015-05-22
The Incredible Adventures of Van Helsing: Final Cut,The Incredible Adventures of Van Helsing,NeocoreGames,,2015-11-06
The King of Fighters XV,The King of Fighters,SNK Corporation,,2022-02-17
The Lord of the Rings: Conquest,The Lord of the Rings,Pandemic Studios,Electronic Arts,2009-01-09
The Lord of the Rings: The Battle for Middle-earth,The Battle for Middle-earth,EA Los Angeles,Electronic Arts,2004-12-06
The Lord of the Rings: The Battle for Middle-earth II,The Battle for Middle-earth,"EA Los Angeles, BreakAway Games",Electronic Arts,Error: Too many #time calls.
The Lord of the Rings: War in the North,Middle-earth,Snowblind Studios,"Warner Bros. Interactive Entertainment, Feral Interactive",2011-11-01
The Lord of the Rings: War of the Ring,Middle-earth,Liquid Entertainment,Sierra Entertainment,2003-11-08
The Nations,Alien Nations,JoWood Vienna,"JoWood Productions, Nordic Games, THQ Nordic, 1C Company, Zeta Multimedia",2001-06-15
The Need for Speed,Need for Speed,"Pioneer Productions, EA Canada",Electronic Arts,1995-09-01
The Operative: No One Lives Forever,No One Lives Forever,"Monolith Productions, Third Law Interactive","Fox Interactive, Sierra Entertainment, MacPlay",2000-11-09
The Persistence,,Firesprite Ltd,,2020-05-21
The Political Machine,The Political Machine,Stardock Entertainment,Ubisoft,2004-08-10
The Rage,,Fluid Games,Midas Interactive Entertainment,2001-10-05
The Regiment,,Kuju Entertainment,"Konami, Encore Software, Noviy Disk",2006-02-17
The Rise and Rule of Ancient Empires,,Impressions Games,Sierra On-Line,1996-03-18
The Settlers II: 10th Anniversary,The Settlers,"Blue Byte Software, Funatics Development",Ubisoft,2006-10-27
The Settlers III,The Settlers,"Blue Byte Software, Blue Byte Software",Ubisoft,1998-11-20
The Settlers IV,The Settlers,"Blue Byte Software, Blue Byte Software",Ubisoft,2001-02-15
The Settlers: Heritage of Kings,The Settlers,Blue Byte Software,Ubisoft,2004-11-25
The Settlers: Rise of an Empire,The Settlers,Blue Byte Software,Ubisoft,2007-09-25
The Ship,The Ship,Outerlight,Blazing Griffin,2006-07-30
The Ship: Remasted,The Ship,Blazing Griffin,,2016-11-03
The Showdown Effect,,Arrowhead Game Studios,Paradox Interactive,2013-03-05
The Stalin Subway,Stalin Subway,Orion Games,Buka Entertainment,2005-09-25
The Stalin Subway: Red Veil,Stalin Subway,Orion Games,Buka Entertainment,2006-10-05
The Terminator: SkyNET,The Terminator,Bethesda Softworks,,1996-01-01
The Tone Rebellion,,The Logic Factory,Virgin Interactive,1997-01-01
The Typing of the Dead,The Typing of the Dead,"Wow Entertainment, Smilebit","Sega, Tian Ren Hu Dong",2001-09-23
The Wheel of Time,,Legend Entertainment,"GT Interactive, Nightdive Studios",1999-11-15
Them's Fightin' Herds,,Mane6,Modus Games,2020-04-30
Theme Hospital,Theme Park,Bullfrog Productions,"Electronic Arts, Sold Out Software",1997-03-28
Thief Town,,Glass Knuckle Games,,2014-09-26
Throne of Darkness,,CLICK Entertainment,"Sierra On-Line, 1C-SoftClub, Activision",2001-09-25
Thunder Brigade,,Bluemoon Interactive,"Interactive Magic, iEntertainment Network",1998-12-28
Ticket to Ride,Ticket to Ride,Next Level Games,,2012-05-24
Tidalis,,Arcen Games,,2010-07-16
Tiger Woods 99 PGA Tour Golf,PGA Tour,Adrenalin Entertainment,EA Sports,1998-08-26
Time Warriors,,Silmarils,MPO Multimídia,1997-01-01
TimeShift,,Saber Interactive,"Sierra Entertainment, Activision",2007-10-30
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-Shot Adventure,Borderlands,"Gearbox Software, Stray Kite Studios",2K Games,2021-11-09
Tiny Tina's Wonderlands,Borderlands,Gearbox Software,2K Games,2022-03-25
Titan Quest,Titan Quest,"Iron Lore Entertainment, Demiurge Studios","THQ, Nordic Games",2006-06-26
Titan Quest Anniversary Edition,Titan Quest,"Iron Lore Entertainment, THQ Nordic, Pieces Interactive, Digital Arrow",THQ Nordic,2016-08-31
TOCA 2 Touring Cars,TOCA,Codemasters,,1998-01-01
TOCA Race Driver,TOCA,Codemasters,"Codemasters, CD Projekt, FX Interactive",2003-03-28
TOCA Race Driver 2,TOCA,Codemasters,"Codemasters, CD Projekt, FX Interactive",2004-04-15
TOCA Race Driver 3,TOCA,Codemasters,"Codemasters, CD Projekt, Feral Interactive",2006-02-22
TOCA Touring Car Championship,TOCA,Codemasters,,1997-11-01
Tokyo 42,,SMAC Games,Mode 7,2017-05-31
Tom Clancy's EndWar,Tom Clancy's EndWar,Ubisoft Shanghai,Ubisoft,2009-02-24
Tom Clancy's Ghost Recon,Tom Clancy's Ghost Recon,Red Storm Entertainment,"Ubisoft, Aspyr Media",2001-11-13
Tom Clancy's Ghost Recon Advanced Warfighter,Tom Clancy's Ghost Recon,GRIN,Ubisoft,2006-05-03
Tom Clancy's Ghost Recon Advanced Warfighter 2,Tom Clancy's Ghost Recon,GRIN,Ubisoft,2007-06-28
Tom Clancy's H.A.W.X,Tom Clancy's H.A.W.X,Ubisoft Romania,Ubisoft,2009-03-17
Tom Clancy's H.A.W.X. 2,Tom Clancy's H.A.W.X,Ubisoft Romania,Ubisoft,2010-11-12
Tom Clancy's Rainbow Six,Rainbow Six,Red Storm Entertainment,"Red Storm Entertainment, Ubisoft, MacSoft",1998-08-21
Tom Clancy's Rainbow Six 3: Raven Shield,Rainbow Six,"Red Storm Entertainment, Ubisoft Montreal, Ubisoft Milan, Ubisoft Casablanca","Ubisoft, Aspyr Media",2003-03-18
Tom Clancy's Rainbow Six Siege,Rainbow Six,Ubisoft Montreal,Ubisoft,2015-12-01
Tom Clancy's Rainbow Six: Covert Operations Essentials,Rainbow Six,Red Storm Entertainment,,2000-09-28
Tom Clancy's Rainbow Six: Lockdown,Rainbow Six,Red Storm Entertainment,Ubisoft,2006-02-16
Tom Clancy's Rainbow Six: Rogue Spear,Rainbow Six,"Red Storm Entertainment, Ubisoft Milan","Red Storm Entertainment, Take-Two Interactive, Ubisoft",1999-09-22
Tom Clancy's Rainbow Six: Rogue Spear: Black Thorn,Rainbow Six,Red Storm Entertainment,Ubisoft,2001-12-15
Tom Clancy's Rainbow Six: Vegas,Rainbow Six,Ubisoft Montreal,Ubisoft,2006-11-28
Tom Clancy's Rainbow Six: Vegas 2,Rainbow Six,Ubisoft Montreal,Ubisoft,2008-04-15
Tom Clancy's ruthless.com,Tom Clancy,Red Storm Entertainment,,1998-11-20
Tom Clancy's Splinter Cell: Chaos Theory,Splinter Cell,"Ubisoft Montreal, Ubisoft Annecy",Ubisoft,2005-03-21
Tom Clancy's Splinter Cell: Conviction,Splinter Cell,Ubisoft Montreal,Ubisoft,2010-03-27
Tom Clancy's Splinter Cell: Double Agent,Splinter Cell,"Ubisoft Shanghai, Ubisoft Annecy",Ubisoft,2006-11-07
Tom Clancy's Splinter Cell: Pandora Tomorrow,Splinter Cell,"Ubisoft Shanghai, Ubisoft Annecy",Ubisoft,2004-03-23
Tony Hawk's American Wasteland,Tony Hawk's,Neversoft,Activision,2006-02-06
Tony Hawk's Pro Skater 2,Tony Hawk's,Neversoft,"Activision, Aspyr Media, Aspyr Media",2000-11-17
Tony Hawk's Pro Skater 3,Tony Hawk's,Neversoft,Activision,2002-03-28
Tony Hawk's Pro Skater 4,Tony Hawk's,Neversoft,"Activision, Aspyr Media, Aspyr Media",2003-08-15
Tony Hawk's Underground,Tony Hawk's,Neversoft,Activision,2004-01-01
Tony Hawk's Underground 2,Tony Hawk's,Neversoft,Activision,2004-10-04
Toon Quad,,Revistronic,Noviy Disk,2001-07-15
ToonCar,,Revistronic,"Andrico, Noviy Disk, Snowball.ru",2001-07-15
Toontown Realms,Toontown,The Toontown Realms Team,,2023-04-02
Top Spin,Top Spin,Power and Magic Development,Atari,2004-11-10
Top Spin 2,Top Spin,"Indie Built, Power and Magic Development","Aspyr Media, 2K Sports",2006-12-01
Torchlight II,Torchlight,Runic Games,Perfect World,2012-09-20
Total Annihilation,Total Annihilation,Cavedog Entertainment,"GT Interactive, Infogrames, Atari, Wargaming",1997-09-27
Total Annihilation: Kingdoms,Total Annihilation,Cavedog Entertainment,"GT Interactive, Infogrames, Atari, Wargaming, Sold Out Software",1999-06-25
Total War: Shogun 2,Total War,Creative Assembly,Sega,2011-03-15
Total War: Shogun 2 - Fall of the Samurai,Total War,Creative Assembly,Sega,2012-03-22
Total War: Warhammer,Total War: Warhammer,Creative Assembly,"Sega, Feral Interactive",2016-05-24
Total War: Warhammer II,Total War: Warhammer,Creative Assembly,"Sega, Feral Interactive, Feral Interactive",2017-09-28
Total War: Warhammer III,Total War: Warhammer,Creative Assembly,"Sega, Feral Interactive",2022-02-17
Touhou Hisoutensoku,Touhou Project,"Team Shanghai Alice, Twilight Frontier",Twilight Frontier,2009-08-15
Toxikk,,REAKKTOR Studios,,2016-09-09
TrackMania (2003),TrackMania,Nadeo,"Enlight Software, Digital Jesters, Focus Home Interactive, Deep Silver, 93 Games",2003-11-21
Trackmania (2020),TrackMania,Nadeo,Ubisoft,2020-07-01
TrackMania 2: Canyon,TrackMania,Nadeo,Ubisoft,2011-09-14
TrackMania 2: Stadium,TrackMania,Nadeo,Ubisoft,2013-06-20
TrackMania 2: Valley,TrackMania,Nadeo,Ubisoft,2013-07-04
TrackMania Nations,TrackMania,Nadeo,"Focus Home Interactive, Deep Silver",2006-01-27
TrackMania Nations Forever,TrackMania,Nadeo,"Focus Home Interactive, Ubisoft",2008-04-16
TrackMania Sunrise,TrackMania,Nadeo,"Enlight Software, Digital Jesters",2005-04-06
TrackMania United,TrackMania,Nadeo,"Focus Home Interactive, Deep Silver, 93 Games",2006-11-16
Transport Tycoon,Transport Tycoon,Chris Sawyer,MicroProse,1994-01-01
Transport Tycoon Deluxe,Transport Tycoon,Chris Sawyer,"MicroProse, Infogrames",1995-01-01
Treasure Planet: Battle at Procyon,Disney Classics,Barking Dog Studios,Disney Interactive Studios,2002-10-31
Tremulous,,Dark Legion Development,,2006-08-11
Tribes 2,Tribes,Dynamix,"Sierra On-Line, Hi-Rez Studios",2001-03-30
Tribes: Vengeance,Tribes,Irrational Games Australia,"Sierra Entertainment, Hi-Rez Studios",2004-10-05
Trine 4: The Nightmare Prince,Trine,Frozenbyte,Modus Games,2019-10-08
Trine 5: A Clockwork Conspiracy,Trine,Frozenbyte,THQ Nordic,
Triple Play Baseball,Triple Play,Treyarch,EA Sports,2001-03-04
TripleA,,Sean Bridges,,2001-10-01
Tron 2.0,Tron,Monolith Productions,"Buena Vista Interactive, MacPlay, Disney Interactive Studios",2003-08-26
True Crime: Streets of LA,True Crime,Luxoflux,"Activision, Aspyr Media",2004-05-14
Turning Point: Fall of Liberty,,Spark Unlimited,Codemasters,2008-02-26
Turok,Turok (Acclaim),Propaganda Games,Disney Interactive Studios,2008-04-22
Turok 2: Seeds of Evil,Turok (Acclaim),Iguana Entertainment,Acclaim Entertainment,1999-02-09
Turok 2: Seeds of Evil (2017),Turok (Acclaim),"Iguana Entertainment, Nightdive Studios",Nightdive Studios,2017-03-16
Twisted Metal 2,Twisted Metal,"Sony Interactive Studios America, SingleTrac",Sony Interactive Studios America,1997-11-13
Tyrian,,Eclipse Productions,"Epic MegaGames, XSIV Games, Contoso Games",1995-01-01
Tzar: The Burden of the Crown,,Haemimont Games,"Take-Two Interactive, FX Interactive, Haemimont Games",2000-03-31
U.S. Most Wanted: Nowhere To Hide,,Fun Labs,Activision Value Publishing,2002-11-01
Uebergame,,Duion,,2014-12-24
UEFA Champions League 2006-2007,UEFA Champions League,"EA Canada, HB Studios",EA Sports,2007-03-22
UEFA Euro 2000,UEFA Euro,"EA Canada, Software Creations",EA Sports,2000-04-28
UEFA Euro 96,"UEFA Euro, Actua Sports",Gremlin Interactive,,1996-05-30
Ultimate Chicken Horse,,Clever Endeavour Games,,2016-03-04
Ultimate Demolition Derby,,3Romans,Global Star Software,2005-01-01
Ultimate Duck Hunting,,Mid Carolina Media,,2006-05-02
Ultimate Rivals: The Court,Ultimate Rivals,Bit Fry Game Studios,,2021-07-09
Ultimate Rivals: The Rink,Ultimate Rivals,Bit Fry Game Studios,,2019-12-12
Universe at War: Earth Assault,,Petroglyph Games,Sega,2007-12-10
Unloved,,BlueEagle Productions,Paul Schneider,2016-09-29
Unreal,Unreal,"Epic Games, Digital Extremes, Legend Entertainment","GT Interactive, Infogrames, Midway Games, MacSoft, Epic Games",1998-05-22
Unreal II: The Awakening,Unreal,Legend Entertainment,"Infogrames, Midway Games, Epic Games",2003-02-03
Unreal Tournament,Unreal,"Epic Games, Digital Extremes","GT Interactive, MacSoft, Infogrames, Midway Games, Epic Games",1999-11-22
Unreal Tournament 2003,Unreal,"Epic Games, Digital Extremes",Infogrames,2002-10-01
Unreal Tournament 2004,Unreal,"Epic Games, Digital Extremes, Psyonix, Ryan C. Gordon","Atari, Midway Games, Sold Out Software, Epic Games",2004-03-16
Unreal Tournament 3,Unreal,Epic Games,"Midway Games, Midway Home Entertainment, Noviy Disk, Sold Out Software, Epic Games",2007-11-19
Unreal Tournament 4,Unreal,Epic Games,,
Unturned,,Smartly Dressed Games,,2017-07-07
Uprising 2: Lead and Destroy,Uprising,Cyclone Studios,"The 3DO Company, Prism Entertainment, Retroism, Ziggurat Interactive",1998-01-01
Urban Assault,,TerraTools,Microsoft,1998-07-31
Urban Terror,,"Silicon Ice Development, Frozen Sand",,2007-04-01
V Rising,,Stunlock Studios,,
Vagante,,Nuke Nine,,2018-02-22
Vail VR,,AEXLAB,,
Valheim,,Iron Gate Studio,Coffee Stain Studios,
Vampire: The Masquerade - Redemption,Vampire: The Masquerade,Nihilistic Software,"Activision, MacSoft",2000-06-07
Vancouver 2010,Winter Olympics,Eurocom,Sega,2010-02-18
Vantage Master Online,Vantage Master,Nihon Falcom,,1998-07-10
Vehicles Fury,,Ayedh,,2017-12-04
Velvet Guard,,Pengu2,,2018-04-06
Vertical Drop Heroes HD,,Nerdook Productions,Digerati Distribution,2014-05-20
Victoria: An Empire Under the Sun,Victoria,Paradox Development Studio,Paradox Interactive,2003-11-18
Vietcong,Vietcong,"Pterodon, Illusion Softworks",Gathering of Developers,2003-03-26
Vietcong 2,Vietcong,"Pterodon, Illusion Softworks","2K Games, Sold Out Software",2005-10-24
Vikings: Wolves of Midgard,,Games Farm,Kalypso Media,2017-03-24
Viper Racing,,Monster Games,Sierra Entertainment,1998-01-01
Virtua Cop,Virtua Cop,Sega AM2,Sega,1996-10-01
Virtua Cop 2,Virtua Cop,Sega AM2,Sega,1997-11-25
Virtua Fighter 2,Virtua Fighter,Sega AM2,Sega,1997-09-05
Virtua Tennis,Virtua Tennis,Hitmaker,"Empire Interactive, Activision",2002-03-15
Virus: The Game,,Kidum Multimedia,Sir-tech Software,1997-11-30
Viscera Cleanup Detail,Viscera Cleanup Detail,RuneStorm,,2015-10-23
Viscera Cleanup Detail: Santa's Rampage,Viscera Cleanup Detail,RuneStorm,,2013-12-13
Viscera Cleanup Detail: Shadow Warrior,"Viscera Cleanup Detail, Shadow Warrior",RuneStorm,,2013-10-11
Voxel Turf,,L Twigger,,2017-09-14
VR Soccer '96,Actua Soccer,Gremlin Interactive,Interplay Entertainment,1995-01-01
Walt Disney World Quest: Magical Racing Tour,Disney Parks,Crystal Dynamics,Eidos Interactive,2001-01-24
Wanderlust: Rebirth,Wanderlust,Yeti Trunk,Chucklefish Games,2011-06-14
War for the Overworld,,Subterranean Games,"Subterranean Games, Sold Out",2015-04-02
War Front: Turning Point,,Digital Reality,"10tacle Studios, Atari",2007-02-08
War Mongrels,,Destructive Creations,"Destructive Creations, All in! Games",2021-10-19
War Wind,War Wind,DreamForge Intertainment,"Strategic Simulations Inc., GOG.com, SNEG",1996-10-23
War Wind II: Human Onslaught,War Wind,DreamForge Intertainment,"Strategic Simulations Inc., Mindscape, GOG.com, SNEG",1997-11-19
War World: Tactical Combat,,Third Wave Games,Lighthouse Interactive,2005-08-02
WarBreeds,,Red Orb Entertainment,"Red Orb Entertainment, SNEG",1998-01-01
Warcraft II: Battle.net Edition,Warcraft,"Blizzard Entertainment, Cyberlore Studios",,1999-09-30
Warcraft II: Tides of Darkness,Warcraft,"Blizzard Entertainment, Cyberlore Studios",,1995-12-09
Warcraft III: Reforged,Warcraft,"Blizzard Entertainment, Lemon Sky Studios",,2020-01-29
